Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Decorative Wood Pile
appliedenergistics2:facade:0, Cable Facade - Ash Block
appliedenergistics2:facade:0, Cable Facade - Loam
appliedenergistics2:facade:0, Cable Facade - Titanium Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Sulfur Ore
appliedenergistics2:facade:0, Cable Facade - Bauxite Ore
appliedenergistics2:facade:0, Cable Facade - Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Tantalum Ore
appliedenergistics2:facade:0, Cable Facade - Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Space (0 ~ Negative Space)
appliedenergistics2:facade:0, Cable Facade - Space (1 ~ Natural Air)
appliedenergistics2:facade:0, Cable Facade - Space (2)
appliedenergistics2:facade:0, Cable Facade - Space (3)
appliedenergistics2:facade:0, Cable Facade - Space (4)
appliedenergistics2:facade:0, Cable Facade - Space (5)
appliedenergistics2:facade:0, Cable Facade - Space (6)
appliedenergistics2:facade:0, Cable Facade - Space (7)
appliedenergistics2:facade:0, Cable Facade - Space (8)
appliedenergistics2:facade:0, Cable Facade - Space (9)
appliedenergistics2:facade:0, Cable Facade - Space (10)
appliedenergistics2:facade:0, Cable Facade - Space (11)
appliedenergistics2:facade:0, Cable Facade - Space (12)
appliedenergistics2:facade:0, Cable Facade - Space (13)
appliedenergistics2:facade:0, Cable Facade - Space (14)
appliedenergistics2:facade:0, Cable Facade - Space (15)
appliedenergistics2:facade:0, Cable Facade - Solid (0 ~ Natural Floor)
appliedenergistics2:facade:0, Cable Facade - Solid (1 ~ Barrier)
appliedenergistics2:facade:0, Cable Facade - Solid (2)
appliedenergistics2:facade:0, Cable Facade - Solid (3)
appliedenergistics2:facade:0, Cable Facade - Solid (4)
appliedenergistics2:facade:0, Cable Facade - Solid (5)
appliedenergistics2:facade:0, Cable Facade - Solid (6)
appliedenergistics2:facade:0, Cable Facade - Solid (7)
appliedenergistics2:facade:0, Cable Facade - Solid (8)
appliedenergistics2:facade:0, Cable Facade - Solid (9)
appliedenergistics2:facade:0, Cable Facade - Solid (10)
appliedenergistics2:facade:0, Cable Facade - Solid (11)
appliedenergistics2:facade:0, Cable Facade - Solid (12)
appliedenergistics2:facade:0, Cable Facade - Solid (13)
appliedenergistics2:facade:0, Cable Facade - Solid (14)
appliedenergistics2:facade:0, Cable Facade - Solid (15)
appliedenergistics2:facade:0, Cable Facade - Goblin Totem 1
appliedenergistics2:facade:0, Cable Facade - Goblin Totem 2
appliedenergistics2:facade:0, Cable Facade - Goblin Totem 2 Lit
appliedenergistics2:facade:0, Cable Facade - Orc Totem 1
appliedenergistics2:facade:0, Cable Facade - Orc Totem 2
appliedenergistics2:facade:0, Cable Facade - Orc Totem 2 Lit
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Charged Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Block
appliedenergistics2:facade:0, Cable Facade - Certus Quartz Pillar
appliedenergistics2:facade:0, Cable Facade - Chiseled Certus Quartz Block
appliedenergistics2:facade:0, Cable Facade - Quartz Glass
appliedenergistics2:facade:0, Cable Facade - Vibrant Quartz Glass
appliedenergistics2:facade:0, Cable Facade - Fluix Block
appliedenergistics2:facade:0, Cable Facade - Sky Stone
appliedenergistics2:facade:0, Cable Facade - Sky Stone Block
appliedenergistics2:facade:0, Cable Facade - Sky Stone Brick
appliedenergistics2:facade:0, Cable Facade - Sky Stone Small Brick
appliedenergistics2:facade:0, Cable Facade - Electrical Steel Block
appliedenergistics2:facade:0, Cable Facade - Infinity Dust Block
appliedenergistics2:facade:0, Cable Facade - Compressed Infinity Dust Block
appliedenergistics2:facade:0, Cable Facade - Double Compressed Infinity Dust Block
appliedenergistics2:facade:0, Cable Facade - Reinforced Obsidian
appliedenergistics2:facade:0, Cable Facade - Machine Chassis (decoration block)
appliedenergistics2:facade:0, Cable Facade - Blank Machine (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine Tops (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine Sides (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine Backs (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine with sides (decoration block)
appliedenergistics2:facade:0, Cable Facade - Machine width backs (decoration block)
appliedenergistics2:facade:0, Cable Facade - Blank Soul Machine (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine Tops (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine Sides (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine Backs (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine with sides (decoration block)
appliedenergistics2:facade:0, Cable Facade - Soul Machine width backs (decoration block)
appliedenergistics2:facade:0, Cable Facade - Red Machine (decoration block)
appliedenergistics2:facade:0, Cable Facade - Broken Spawner (decoration block)
appliedenergistics2:facade:0, Cable Facade - Invisible Block (decoration block)
appliedenergistics2:facade:0, Cable Facade - Alloy Smelter (decoration block)
appliedenergistics2:facade:0, Cable Facade - Item Buffer (decoration block)
appliedenergistics2:facade:0, Cable Facade - Power Buffer (decoration block)
appliedenergistics2:facade:0, Cable Facade - Omni Buffer (decoration block)
appliedenergistics2:facade:0, Cable Facade - Creative Buffer (decoration block)
appliedenergistics2:facade:0, Cable Facade - Crafter (decoration block)
appliedenergistics2:facade:0, Cable Facade - Painting Machine (decoration block)
appliedenergistics2:facade:0, Cable Facade - Power Monitor (decoration block)
appliedenergistics2:facade:0, Cable Facade - SAG Mill (decoration block)
appliedenergistics2:facade:0, Cable Facade - Slice'N'Splice (decoration block)
appliedenergistics2:facade:0, Cable Facade - Stirling Generator (decoration block)
appliedenergistics2:facade:0, Cable Facade - Fluid Tank (decoration block)
appliedenergistics2:facade:0, Cable Facade - Pressurized Fluid Tank (decoration block)
appliedenergistics2:facade:0, Cable Facade - Travel Anchor (decoration block)
appliedenergistics2:facade:0, Cable Facade - Vacuum Chest (decoration block)
appliedenergistics2:facade:0, Cable Facade - Wireless Charger (decoration block)
appliedenergistics2:facade:0, Cable Facade - XP Vacuum (decoration block)
appliedenergistics2:facade:0, Cable Facade - Simple Alloy Smelter (decoration block)
appliedenergistics2:facade:0, Cable Facade - Simple Stirling Generator (decoration block)
appliedenergistics2:facade:0, Cable Facade - Wired Charger (decoration block)
appliedenergistics2:facade:0, Cable Facade - Simple Sagmill (decoration block)
appliedenergistics2:facade:0, Cable Facade - Industrial Insulation
appliedenergistics2:facade:0, Cable Facade - Confusion Charge
appliedenergistics2:facade:0, Cable Facade - Concussion Charge
appliedenergistics2:facade:0, Cable Facade - Ender Charge
appliedenergistics2:facade:0, Cable Facade - Crude Steel Block
appliedenergistics2:facade:0, Cable Facade - Wireless Charging Antenna Extension
appliedenergistics2:facade:0, Cable Facade - Grout
appliedenergistics2:facade:0, Cable Facade - Green Slimy Mud
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Mud
appliedenergistics2:facade:0, Cable Facade - Graveyard Soil
appliedenergistics2:facade:0, Cable Facade - Consecrated Soil
appliedenergistics2:facade:0, Cable Facade - Slimy Magma Mud
appliedenergistics2:facade:0, Cable Facade - Green Slime Block
appliedenergistics2:facade:0, Cable Facade - Blue Slime Block
appliedenergistics2:facade:0, Cable Facade - Purple Slime Block
appliedenergistics2:facade:0, Cable Facade - Blood Slime Block
appliedenergistics2:facade:0, Cable Facade - Magma Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Green Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Blue Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Purple Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Blood Slime Block
appliedenergistics2:facade:0, Cable Facade - Congealed Magma Slime Block
appliedenergistics2:facade:0, Cable Facade - Cobalt Ore
appliedenergistics2:facade:0, Cable Facade - Ardite Ore
appliedenergistics2:facade:0, Cable Facade - Lavawood
appliedenergistics2:facade:0, Cable Facade - Firewood
appliedenergistics2:facade:0, Cable Facade - Mud Bricks
appliedenergistics2:facade:0, Cable Facade - Block of Cobalt
appliedenergistics2:facade:0, Cable Facade - Block of Ardite
appliedenergistics2:facade:0, Cable Facade - Block of Manyullyn
appliedenergistics2:facade:0, Cable Facade - Block of Knightslime
appliedenergistics2:facade:0, Cable Facade - Block of Pigiron
appliedenergistics2:facade:0, Cable Facade - Silky Block of Jewel
appliedenergistics2:facade:0, Cable Facade - Green Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Dirt
appliedenergistics2:facade:0, Cable Facade - Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Green Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Green Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Green Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Blue Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Purple Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Magma Slimy Grass
appliedenergistics2:facade:0, Cable Facade - Slimy Leaves
appliedenergistics2:facade:0, Cable Facade - Slimy Leaves
appliedenergistics2:facade:0, Cable Facade - Slimy Leaves
appliedenergistics2:facade:0, Cable Facade - Dried Clay
appliedenergistics2:facade:0, Cable Facade - Dried Bricks
appliedenergistics2:facade:0, Cable Facade - Smooth Brownstone
appliedenergistics2:facade:0, Cable Facade - Rough Brownstone
appliedenergistics2:facade:0, Cable Facade - Brownstone Paver
appliedenergistics2:facade:0, Cable Facade - Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Fancy Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Square Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Brownstone Road
appliedenergistics2:facade:0, Cable Facade - Brownstone Creeperface
appliedenergistics2:facade:0, Cable Facade - Triangle Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Small Brownstone Bricks
appliedenergistics2:facade:0, Cable Facade - Brownstone Tiles
appliedenergistics2:facade:0, Cable Facade - Frame Block
appliedenergistics2:facade:0, Cable Facade - Osmium Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Obsidian TNT
appliedenergistics2:facade:0, Cable Facade - §8Black Plastic Block
appliedenergistics2:facade:0, Cable Facade - §cRed Plastic Block
appliedenergistics2:facade:0, Cable Facade - §2Green Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Plastic Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Plastic Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Plastic Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Plastic Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dPink Plastic Block
appliedenergistics2:facade:0, Cable Facade - §aLime Plastic Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Plastic Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Plastic Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Black Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §cRed Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §2Green Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dPink Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §aLime Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Slick Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Black Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §cRed Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §2Green Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §dPink Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §aLime Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Plastic Glow Block
appliedenergistics2:facade:0, Cable Facade - §8Black Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §cRed Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §2Green Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Brown Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §1Blue Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §5Purple Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §3Cyan Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Grey Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dPink Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §aLime Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §eYellow Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §9Light Blue Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §dMagenta Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §6Orange Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §fWhite Reinforced Plastic Block
appliedenergistics2:facade:0, Cable Facade - §8Black Plastic Road
appliedenergistics2:facade:0, Cable Facade - §cRed Plastic Road
appliedenergistics2:facade:0, Cable Facade - §2Green Plastic Road
appliedenergistics2:facade:0, Cable Facade - §6Brown Plastic Road
appliedenergistics2:facade:0, Cable Facade - §1Blue Plastic Road
appliedenergistics2:facade:0, Cable Facade - §5Purple Plastic Road
appliedenergistics2:facade:0, Cable Facade - §3Cyan Plastic Road
appliedenergistics2:facade:0, Cable Facade - §7Light Grey Plastic Road
appliedenergistics2:facade:0, Cable Facade - §8Grey Plastic Road
appliedenergistics2:facade:0, Cable Facade - §dPink Plastic Road
appliedenergistics2:facade:0, Cable Facade - §aLime Plastic Road
